"Project:","Unnamed Project"
"User:","Rockwell Automation"
"Data item:","Record 41"
"Run date:",06/24/2024
"Options:",YDT   ,1

Time,Observation
58.963142728984,10
74.523852932676,10
89.334618348556,10
104.92249919017,10
120.13059300379,10
135.44967596137,10
151.01246162647,10
165.82960777467,10
181.38975788716,10
196.80751125711,10
212.35421150619,10
227.53350052371,10
243.16287550297,10
258.12946004485,10
273.19739814594,10
288.83348245185,10
304.01700463973,10
319.40301460547,10
334.75814405665,10
350.07616947158,10
365.27009082781,10
380.59162236749,10
396.03886729876,10
410.75294770417,10
426.36615250356,10
441.61725143537,10
457.04245361427,10
472.21417646196,10
487.43498577776,10
502.82132709029,10
517.77016967742,10
533.06737120205,10
548.14732112469,10
563.2956071496,10
578.61648442552,10
593.89501759469,10
608.99928545216,10
624.03665482687,10
639.49036833446,10
654.67812831952,10
669.92912819919,10
685.54035395813,10
700.78424941051,10
716.46451696849,10
731.54325180497,10
746.75056654957,10
762.04804430107,10
777.45681859884,10
792.47348815958,10
807.7962148294,10
822.40390706161,10
838.03513736031,10
853.30729815315,10
868.61757397043,10
883.56913050598,10
898.90199534159,10
914.22424681966,10
929.22083417518,10
944.47089565637,10
959.7513287314,10
974.94142628241,10
989.81871185378,10
1005.3103191146,10
1020.6338614881,10
1035.7744593238,10
1050.4971882402,10
1066.0546709964,10
1081.2941063779,10
1096.5161340219,10
1111.8352791192,10
1127.0629194417,10
1142.4962332202,10
1158.0427111013,10
1173.2028019404,10
1188.2766673876,10
1203.6584521811,10
1219.2493796316,10
1234.4879040523,10
1249.4243714904,10
1264.8246974331,10
1280.3608634984,10
1295.3525217555,10
1310.5620962423,10
1325.7118678911,10
1340.8965098088,10
1356.2286804354,10
1371.3738007718,10
1386.7244953703,10
1401.7975371986,10
1417.3607114685,10
1432.2866641598,10
1447.4846941063,10
1462.6638513577,10
1478.0160287603,10
1493.1371143388,10
1508.3318930288,10
1523.5045452028,10
1539.0537217122,10
1554.3422932204,10
1569.6101192699,10
1584.676071201,10
1600.401437604,10
1615.6057761728,10
1630.9187042536,10
1646.0376986345,10
1661.1316669368,10
1676.4610271282,10
1692.0147417141,10
1706.960747691,10
1722.0753185674,10
1737.4380266569,10
1752.2734822473,10
1767.7290507496,10
1783.1367258223,10
1798.3821743214,10
1813.7127315191,10
1829.3009500426,10
1844.2271998553,10
1859.6117765388,10
1875.0554243362,10
1890.3639959544,10
1904.9896435586,10
-1,-1
