"Project:","Unnamed Project"
"User:","Rockwell Automation"
"Data item:","Record 23"
"Run date:",06/24/2024
"Options:",YDT   ,1

Time,Observation
19.495654649927,4
25.477402917255,4
30.90758086138,4
37.070582419081,4
48.549436220176,4
65.117481299548,4
71.104763614118,4
77.191697308887,4
82.986290103298,4
88.746455790158,4
94.676746644135,4
102.23311532124,4
108.1095442147,4
113.58928888256,4
119.75478299927,4
125.81623068841,4
131.47813504237,4
137.31265444941,4
142.97210945182,4
148.7969552023,4
154.60330638789,4
162.11520780826,4
167.87326767643,4
173.89446401342,4
179.58058439348,4
195.63181949729,4
210.95092630795,4
216.79710277208,4
222.67766551295,4
228.38508572771,4
235.93822522862,4
241.41046744005,4
247.50120299805,4
253.31822503134,4
259.47525522673,4
265.31284104743,4
282.00992436037,4
287.81487795042,4
293.61805074734,4
300.82059347532,4
307.82600961924,4
325.4188780375,4
340.78029728564,4
346.44134548517,4
352.03054273588,4
358.00097159918,4
375.2671311836,4
381.13537684333,4
386.6754138502,4
392.50819868599,4
403.04272764854,4
423.47929768199,4
429.29995274231,4
435.037737529,4
444.326842057,4
450.13295622699,4
455.84775671653,4
461.29185627632,4
466.82482922626,4
492.38635891356,4
498.20827919689,4
504.21926823721,4
510.00504769271,4
516.03727278435,4
543.13708342987,4
589.48105450177,4
595.33421647119,4
601.336221192,4
607.16111252001,4
613.27613427627,4
619.0180815735,4
625.04888783447,4
630.77395142159,4
636.39548992813,4
642.40319387286,4
648.33484096534,4
663.32778964267,4
669.60972584154,4
675.28303520086,4
680.79976980236,4
686.86566658011,4
692.54492883788,4
698.71573484253,4
704.62081624065,4
710.47431670641,4
716.32479620258,4
721.96539447136,4
728.19045275371,4
734.27815888048,4
740.16888000206,4
745.9010947654,4
751.80148446364,4
757.80792219624,4
763.3038732635,4
769.00371868847,4
786.19469809802,4
792.20920441863,4
798.04775968174,4
807.07731416038,4
813.07587668265,4
818.97798644223,4
849.98441180392,4
855.76800648463,4
861.68017561795,4
872.92572849442,4
878.77548100472,4
888.22557449673,4
915.36393001619,4
923.19846036531,4
928.73243051467,4
935.15224672392,4
940.54350067033,4
946.77922352173,4
952.56289105488,4
958.38497590939,4
964.26287920692,4
970.10179770585,4
976.22289474285,4
981.91484399469,4
988.40491947931,4
994.3716131425,4
1000.280569444,4
1006.3386658031,4
1012.1198029939,4
1017.8720031423,4
1023.7811133741,4
1029.3497539386,4
1035.0689894622,4
1040.8462095382,4
1046.9576792055,4
1054.337645034,4
1062.871181966,4
1072.1779169982,4
1077.7891071245,4
1083.6522438924,4
1089.3122120582,4
1094.9771642119,4
1109.3167196658,4
1115.1904700337,4
1121.0329382654,4
1126.4089922207,4
1132.5990195511,4
1138.3305039584,4
1143.7339083445,4
1149.8691203477,4
1155.4334369122,4
1161.5168948808,4
1168.8785847237,4
1174.4099097442,4
1185.7013665907,4
1193.3926088007,4
1204.1042280331,4
1210.0906431856,4
1215.8735584746,4
1222.1281683924,4
1227.7876415858,4
1233.747074401,4
1239.732442659,4
1245.5502188304,4
1251.0105277285,4
1257.3553568557,4
1263.3198887161,4
1269.8562119806,4
1275.7275566677,4
1281.6708665476,4
1287.4485482738,4
1293.3946752376,4
1298.9171238341,4
1305.0267336122,4
1310.9270278847,4
1316.3289258216,4
1345.657472899,4
1351.2693458963,4
1374.8474539569,4
1380.9056110081,4
1386.4722235599,4
1392.6281033479,4
1398.3629910619,4
1404.3662835147,4
1410.2137482055,4
1415.8745585822,4
1421.7707736704,4
1430.3782278358,4
1439.1141282437,4
1466.9380682337,4
1472.6797265899,4
1511.2121194415,4
1521.9064704801,4
1527.9808973654,4
1533.8322220537,4
1539.9962397141,4
1551.7614515109,4
1557.5811844583,4
1563.474347218,4
1597.2478036856,4
1603.0618985142,4
1609.0437475781,4
1615.1490561417,4
1620.9550315556,4
1626.6103357128,4
1643.6099922963,4
1655.8674798946,4
1662.6186026736,4
1684.7750497216,4
1690.7575463241,4
1696.7464933952,4
1702.4958796515,4
1708.4668987449,4
1714.3654111134,4
1719.9971625772,4
1725.8856974571,4
1731.713617652,4
1737.5318507395,4
1743.6391212968,4
1749.3684009838,4
1755.0077627811,4
1761.0802159167,4
1766.9245805691,4
1772.4603631967,4
1778.4741084485,4
1784.1631818471,4
1789.8447579193,4
1795.6472599837,4
1801.7012956435,4
1807.7123763215,4
1813.5914055358,4
1819.6714063238,4
1825.2498610905,4
1831.33023097,4
1837.2072653709,4
1850.8306158305,4
1859.482809651,4
1865.0473960037,4
1871.0629878135,4
1876.5479174538,4
1882.5632591093,4
1890.2382960546,4
1896.0305416844,4
1901.7510172782,4
1907.221981856,4
1913.3121960622,4
1918.9878854829,4
-1,-1
