"Project:","Unnamed Project"
"User:","Rockwell Automation"
"Data item:","Record 2"
"Run date:",06/24/2024
"Options:",YDT   ,1

Time,Observation
3.9738836463555,1
7.8504475769218,2
11.885549495646,3
15.762333252566,4
32.948758203081,5
49.363904763729,6
53.257978094388,7
61.562316161533,8
66.553156411543,9
72.70762017344,10
78.728937030901,11
86.300201223662,12
90.340187080186,13
94.424855138992,14
100.12232650026,15
104.52659644036,16
108.3760889591,17
118.06963430843,18
122.06422085358,19
126.12968982637,20
130.12359223471,21
146.53880335714,22
150.97314892241,23
154.95946768961,24
163.33678281253,25
180.25367148056,26
195.46573113971,27
200.96136023542,28
204.68313936544,29
208.62690136479,30
220.61765277619,31
224.63266643695,32
228.75117522683,33
232.78963621578,34
240.96466797751,35
244.9872708461,36
266.26515472692,37
270.14589888883,38
276.3360118341,39
285.15046756668,40
292.3992667486,41
309.69003441333,42
325.02371627772,43
329.19142378166,44
333.31312528754,45
337.36540690104,46
359.55246770523,47
363.35844379125,48
367.27726922412,49
371.38475902232,50
387.57372305396,51
408.07827228295,52
412.07086805102,53
416.20949193703,54
428.56007755403,55
432.68447786484,56
439.38340013611,57
443.17097064809,58
447.19673051522,59
476.97966001549,60
481.71328367386,61
485.66823291982,62
492.34430948626,63
496.12056621397,64
527.78158588758,65
573.78252282003,66
577.80943431633,67
581.68177615953,68
585.66546739303,69
589.64553862728,70
593.7478637599,71
597.69996733328,72
601.88992721413,73
606.03443380425,74
609.94861994395,75
622.60994869292,76
648.09276702956,77
652.11017068034,78
656.27516490553,79
660.39311829398,80
666.58483945197,81
670.44064940424,82
680.13771075264,83
685.25945947287,84
689.35267135168,85
693.48822756531,86
697.35667665357,87
703.53520096006,88
715.20965633979,89
724.13307102843,90
728.35268849984,91
736.25817230098,92
740.29940100903,93
744.4156605752,94
749.20122312978,95
770.79556408116,96
774.75401881418,97
778.65857816331,98
791.79835706562,99
795.72984251564,100
801.64879840093,101
834.43877039596,102
839.13792773042,103
843.83037000097,104
857.38034008251,105
861.24378078064,106
872.61147955391,107
899.81340619797,108
907.7732875199,109
911.66315814282,110
915.70530865253,111
919.51714221231,112
923.38091312768,113
927.48190393873,114
932.65173587977,115
936.76516924641,116
940.8208209631,117
944.67391570028,118
948.83991272711,119
973.10688828732,120
977.47359603008,121
981.2816821323,122
986.81668037436,123
990.7828573649,124
994.73950613463,125
998.97336187373,126
1003.2421140377,127
1011.8505187824,128
1015.7260730958,129
1020.7333925547,130
1038.8208351395,131
1047.1942226821,132
1056.6099454168,133
1060.6777643157,134
1064.4101634031,135
1068.3082211529,136
1072.4584999246,137
1093.5007999878,138
1097.9546767125,139
1102.0301019392,140
1105.8579851319,141
1109.7973968629,142
1113.8600444334,143
1118.0379455726,144
1121.975450249,145
1126.1455645362,146
1145.4757910917,147
1153.2730636154,148
1158.5902914428,149
1170.3274561337,150
1178.1541090342,151
1188.8629614064,152
1192.8095827092,153
1196.8942783866,154
1201.0029216723,155
1205.0601784241,156
1218.3211368608,157
1222.4253952174,158
1226.1316831008,159
1229.9427463829,160
1239.5086986736,161
1243.5681916367,162
1254.3594533945,163
1258.2617229936,164
1262.2359322157,165
1266.2667866926,166
1270.4033394618,167
1282.4391883008,168
1288.8305063458,169
1293.6516631129,170
1298.5089443828,171
1329.9229434282,172
1333.8550015009,173
1359.4472537198,174
1363.6196416094,175
1367.4788166456,176
1375.0526584057,177
1382.8434736987,178
1388.5173804813,179
1392.4873743497,180
1396.3369352906,181
1400.4500291137,182
1415.0585472502,183
1423.529987263,184
1451.471789003,185
1456.8804763971,186
1495.6633559664,187
1506.7142325892,188
1510.546644694,189
1514.4112982634,190
1524.3633326052,191
1536.2637778817,192
1540.3491834515,193
1544.4490704165,194
1581.6800809464,195
1585.604150456,196
1592.0079415846,197
1596.1806375407,198
1600.1029028521,199
1604.1163340461,200
1628.0051627308,201
1640.3710109552,202
1647.274689794,203
1669.2344153859,204
1673.3168278174,205
1677.4281923624,206
1681.4860569059,207
1685.685416781,208
1689.8181647383,209
1693.8447229215,210
1701.926337489,211
1709.6488302746,212
1713.6604205154,213
1717.6703678627,214
1721.8880575278,215
1725.9125580247,216
1730.0989057653,217
1734.1472720751,218
1748.7743648988,219
1758.8078837809,220
1762.7718623706,221
1766.7156946024,222
1773.4567923893,223
1778.5500554208,224
1790.7191756834,225
1794.4922897779,226
1798.5818204371,227
1802.7528743122,228
1814.313194768,229
1819.8831022413,230
1835.3373807763,231
1843.8058347066,232
1847.9272135868,233
1852.0489383201,234
1857.9407947145,235
1861.9406768821,236
1874.6745613954,237
1878.6142483148,238
1882.5497679299,239
1886.6094332863,240
1890.712177413,241
1894.817565994,242
1898.7575059513,243
1902.7272370914,244
1906.7326679732,245
1913.2465154681,246
1917.2619892958,247
-1,-1
