"Project:","Unnamed Project"
"User:","Rockwell Automation"
"Data item:","Record 25"
"Run date:",06/24/2024
"Options:",YDT   ,1

Time,Observation
34.738189353562,1
50.049063581847,2
65.364721761295,3
80.560853846597,4
95.776976284439,5
111.15943391507,6
126.47208620071,7
141.81163096219,8
157.1162703019,9
172.49433907943,10
188.0077298433,11
203.28220419507,12
218.72684889373,13
233.99905840004,14
249.21953660059,15
264.40952274741,16
279.62606995087,17
295.0164304607,18
310.38855540556,19
325.65389351986,20
341.04836652088,21
356.31005540443,22
371.55487110712,23
386.77472248565,24
402.05011019508,25
417.41219838998,26
432.74287688101,27
448.02077814271,28
463.18490670609,29
478.30901811351,30
493.56112546743,31
508.67110414416,32
523.87612448334,33
538.89590125329,34
554.17728306529,35
569.50909781076,36
584.72370515424,37
599.8689980514,38
615.14808424845,39
630.37796409672,40
645.73215612502,41
661.1635501349,42
676.51167717977,43
691.85381582593,44
707.17916025477,45
722.39543070065,46
737.48804932671,47
752.90653361699,48
768.09314067843,49
783.23942351537,50
798.53554216958,51
813.74055580226,52
828.91926858082,53
844.17202747573,54
859.45347842708,55
874.71415873455,56
889.79628834005,57
904.9171769488,58
920.11029880475,59
935.35497712008,60
950.57293788374,61
965.76081898744,62
981.04638877412,63
996.33411654748,64
1011.3572250536,65
1026.5360013999,66
1041.745808428,67
1056.9753939389,68
1072.2360698081,69
1087.5367722871,70
1102.8804134893,71
1118.2179812059,72
1133.5238094329,73
1148.7504764102,74
1164.1083691729,75
1179.404966416,76
1194.7370098317,77
1210.0662386046,78
1225.2153405417,79
1240.4345140891,80
1255.7541982108,81
1271.0228440116,82
1286.1956264355,83
1301.2684010188,84
1316.5233057717,85
1331.9067589134,86
1347.0370233644,87
1362.2407551542,88
1377.4988091809,89
1392.9182600821,90
1408.1337855821,91
1423.2685852171,92
1438.4007190604,93
1453.5640423554,94
1468.7237635384,95
1484.0642908088,96
1499.3377083434,97
1514.589057335,98
1530.0530266237,99
1545.2680485302,100
1560.467048904,101
1575.8884856182,102
1591.1072154492,103
1606.414772922,104
1621.7734168186,105
1636.9464069084,106
1652.2194968779,107
1667.4561192123,108
1682.7098164064,109
1697.8830933952,110
1713.0818825638,111
1728.2472098632,112
1743.4089534827,113
1758.7684933817,114
1774.1580431659,115
1789.3172624029,116
1804.7287063039,117
1820.0744218184,118
1835.2787263317,119
1850.7122023036,120
1865.9212878065,121
1881.0473699856,122
1896.4061331198,123
1911.7920938759,124
-1,-1
